id,name,address,latitude,longitude,location,types,
3699,Shadananda's Garden and Park,"944P+RP6, daingagalaa - taumalaingagataara maaraga, shadaananada 57000, naepaala",27.3570476,87.1367757,daingagalaa - taumalaingagataara maaraga, park,
3700,Shahid Dharma Bhakta Statue,"P86Q+VG7, Kathmandu 44600, Nepal",27.7121558,85.3387878,Kathmandu,"park, point_of_interest, establishment",
3701,Shahid Lakhan Thapa Park,"2FWP+6RQ, ghaoraahaii 22400, naepaala",28.0455804,82.4871117,ghaoraahaii, park,
3702,Shahid Netralal Chowk,"2FQP+QM5, F015, ghaoraahaii 22400, naepaala",28.0393923,82.4867423,F015,,
3703,Shahid Park - shahaida paaraka,"484M+RCM, Unnamed Road, tauraanga 32600, naepaala",28.1070951,83.3335354,Unnamed Road, park,
3704,Shahid park,"JC3W+6CX, ra‍yaalae 45200, naepaala",27.6031225,85.4460997,ra‍yaalae, park,
3705,Shahid udyan,"MCCH+CW4 Smriti Nagar, Bhaktapur 44800, Nepal",27.6710221,85.4298197,0,Bhaktapur,
3706,Shahipur Bardiya Thakurbaba municipality 5,"98V2+R59, 21800, naepaala",28.3945027,81.3004674,21800, mosque,
3707,Shahre madina jama masjid,"VF66+FPM, gaodaetaa 45800, naepaala",26.8612389,85.4618069,gaodaetaa, mosque,
3708,Shailung Hundred Hillocks,,27.64790299,85.93196517,0,,
3709,Shailyashikhar Municipality,"MG9X+W5G, Darchula Road, gaokaulaeshawara 10100, naepaala",29.6697157,80.5479814,Darchula Road, church,
3710,"Shakshi Church, Parasi Road","GMH2+JVF, raamagaraama 33007, naepaala",27.5290868,83.6521792,raamagaraama, church,
3711,Shakti Mahima Church,"6F9J+969, raaiigaauँ 44100, naepaala",27.2184151,85.4806135,raaiigaauँ, church,
3712,Shakti Trek - Bhorletar,"5688+9WG, bhaoralaetaara 33700, naepaala",28.1659325,84.2173403,bhaoralaetaara,,
3713,Shaktikhor jharana,"PJHF+J62, Unnamed Road, shakataikhaora 44204, naepaala",27.7290185,84.6230185,Unnamed Road, hike,
3714,Shakya Siddhartha Thanka Painting School,"M8FF+XWV, Kwalakhu Rd, Lalitpur 44700, Nepal",27.674972,85.3248044,Kwalakhu Rd,"museum, point_of_interest, establishment",
3715,Shakya Singh Bihar,,27.66986688,85.32593044,0,,
3716,Shalom,"XF9X+2PH, aalamadaewaii 33800, naepaala",27.9675602,83.4993723,aalamadaewaii,,
3717,"Shalom A G. Church , Bhojpur","Bhojpur Municipality - 06, bhaojapaura 57000, naepaala",27.1779842,87.0524338,bhaojapaura,,
3718,Shalom A.G. Church,"F75P+9Q5, raagaanaii 56100, naepaala",27.4583709,86.2869797,raagaanaii, church,
3719,Shalom Church,"CRF2+9M6, bhaeraiigamgaa 21700, naepaala",28.4234127,81.8016661,bhaeraiigamgaa, church,
3720,Shalom Jyoti AG Church,"6X86+GG8, paokharaa 33700, naepaala",28.2163494,83.9612982,paokharaa, church,
3721,Shambala Thanka Art,"paokharaa 33700, naepaala",28.2106725,83.9572583,naepaala, art_gallery,
3722,Shambhunath Sirakjari saptari nepal,"JM2J+5WP, shamabhaunaatha 56400, naepaala",26.6004669,86.6823837,shamabhaunaatha, tourist_attraction,
3723,Shambhunatha 1,"MM2R+WGW, shamabhaunaatha 56400, naepaala",26.652365,86.6913222,shamabhaunaatha, hike,
3724,Shamsi Monument Main Center,"RP5Q+P8Q, jalaeshawaora raoda, shamasaii 45700, naepaala",26.8093409,85.7383663,jalaeshawaora raoda, monument,
3725,Shandh Picnic Spot,"J46P+QJP, Kawaswati 33000, naepaala",27.6112685,84.1362588,Kawaswati, picnic,
3726,Shangri-La Art Gallery,"Chaksibari Marg, Kathmandu 44600, Nepal",27.7160865,85.3101087,Kathmandu,"art_gallery, point_of_interest, establishment",
3727,Shangri-Lane Nepal Trek P. Ltd,"10, Kapan, Panchakanya Chowk Bhudanilkantha, kaathamaadaauँ 44600, naepaala",27.7335773,85.353388,Kapan, trek,
3728,Shani Mandir,,26.45820827,87.27838414,0,,
3729,Shankaracharya Prawesh Dwar shamkaraachaaraya parawaesha dawaara,"XVR5+9C6, AH42, waiiraganyaja, naepaala",26.9909069,84.8585381,AH42,,
3730,Shankha Park,"P8MV+93R, Pragati Tole Marg, Kathmandu 44600, Nepal",27.7334797,85.3426304,Pragati Tole Marg,"park, point_of_interest, establishment",
3731,Shankhadhar Park,"M9FP+69F Shankadhar Chowk, aranaikao raajamaaraga, madhayapaura thaimai, naepaala",27.6738091,85.3850039,aranaikao raajamaaraga, park,
3732,Shannikot Temple,"65H2+R56, saaँphaewagara 10700, naepaala",29.2295255,81.1503883,saaँphaewagara, monument,
3733,Shant Vawan Uddhan,"M8J4+35W, Milap Rd, Lalitpur 44600, Nepal",27.6802361,85.3054521,Milap Rd,"park, point_of_interest, establishment",
3734,Shantada ramaroshan achham,"6C32+HH3, 10700, naepaala",29.2038979,81.4014198,10700, park,
3735,Shanti AG Church,"VVR7+QRJ, maohanayaala 10900, naepaala",28.8919625,80.8645238,maohanayaala, church,
3736,Shanti Ban,"H9X7+3W7, gaodaawaraii 44709, naepaala",27.5976517,85.3648328,gaodaawaraii, monument,
3737,Shanti Batika,"M8C6+8PC, Lalitpur 44600, Nepal",27.6708246,85.3117779,Lalitpur,"park, point_of_interest, establishment",
3738,Shanti Church,"M5M6+HCW, daewachaulaii 33000, naepaala",27.683984,84.1610807,daewachaulaii, church,
3739,Shanti Dham,"Q8Q4+FRX, taarakaeshawara 44600, naepaala",27.792629,85.3082626,taarakaeshawara, hindu_temple,
3740,Shanti Park,"P8J8+GQW, Kathmandu 44600, Nepal",27.7313634,85.3169568,Kathmandu,"park, point_of_interest, establishment",
3741,Shanti Stupa,,28.20103702,83.94479664,0,,
3742,Shanti niwas AG church,"6962+2MF, gaularaiyaa 21800, naepaala",28.2100868,81.3516914,gaularaiyaa, church,
3743,Shanti prashansa church Gairigaun Tila Rolpa Nepal,"8GF4+PCF, gaairaiigaauँ 22100, naepaala",28.3242901,82.5060198,gaairaiigaauँ, church,
3744,Sharada 9 Marke Salyan,"93FR+7PW, shaaradaa 22200, naepaala",28.3732422,82.0918303,shaaradaa, hindu_temple,
3745,Sharada Bridge,"86MH+9R8, chhaayaaँkashaetara 22200, naepaala",28.3334144,82.2295707,chhaayaaँkashaetara, monument,
3746,Shatabdi Ghar,"6M9H+HX, kaushamaa 33400, naepaala",28.2189509,83.6799625,kaushamaa, museum,
3747,Shekh sahjad,"Q6WW+RMP, baairaiyaa 44500, naepaala",26.7970807,85.2467398,baairaiyaa, museum,
3748,"Sheraphat, Dhunge Dhara","chaapaagaauँ - chhamapaii sadaka, chaapaagaa‌‍‍uँ 44700, naepaala",27.5970743,85.3191678,chaapaagaa‌‍‍uँ, park,
3749,Shesnath,"Ganeshthan, bharatapaura 44200, naepaala",27.706111,84.4429832,bharatapaura,,
3750,Shey Phoksundo National Park,"Suligad, Dolpa Suligad, 21400, Nepal",29.4532191,82.8013965,4.3,Dolpa Suligad,
3751,"Shey Phoksundo National Park office, Suligad","XVGJ+M3M, raha 21400, naepaala",28.9767242,82.8801804,raha, park,
3752,Shiddi home,"C86P+FMP, majhaarae 56600, naepaala",26.4112956,87.3370395,majhaarae, zoo,
3753,Shikhar Bhimsen Temple,"2JXW+4F2 Shikhar, gaorakhaa 2, naepaala",28.047768,84.6461507,gaorakhaa, hindu_temple,
3754,Shikhar-taelaelaeka,"jaijaomaanadaau 10800, naepaala",29.2005499,80.7091892,naepaala, historic_site,
3755,"Shikhardanda,panini,nepal","W5WF+73, sanadhaiikharaka 32700, naepaala",27.9456718,83.1726418,sanadhaiikharaka, trek,
3756,Shikri kunda shaikarai kaunadaa,"P7MH+Q8R, Unnamed Road, baelaauraii 10400, naepaala",28.7344806,80.2782667,Unnamed Road, park,
3757,Shish Mahal Temple,"sharaiigajaenadaramaokashadaiwayadhaama, taraibaenaii dhaama, taraibaenaii raoda, taraibaenaii 33007, naepaala",27.4713999,83.9420225,taraibaenaii dhaama, monument,
3758,Shital Pokhari,"JF99+787, mausaiikaota 22000, naepaala",28.6181615,82.4683078,mausaiikaota, picnic,
3759,Shiv Mandir,"H25M+45H, jaoshaiipaura 10901, naepaala",28.5578136,81.0329514,jaoshaiipaura, hindu_temple,
3760,Shiv Narayan pandit niwas,"H4VX+XQJ, inarauwaa 56710, naepaala",26.5949713,87.1493916,inarauwaa, monument,
3761,Shiv Temple,"M637+3X6, pauurawaii raingaga raoda, sairaahaa 56500, naepaala",26.652659,86.2148801,pauurawaii raingaga raoda, monument,
3762,Shiv Temple Lalparsa Ghat,"QPMV+WP2, Lal Parsa, Bihar 845433, India",26.7847675,84.7442684,Lal Parsa,"museum, point_of_interest, establishment",
3763,Shiv chuck,"R4XH+6G3, ganaeshamaana chaaranaatha 45600, naepaala",26.848019,86.128789,ganaeshamaana, hindu_temple,
3764,Shiv mandir Medhanipur dhangadhimai 1 siraha,"dhanagadaii 56500, naepaala",26.7306622,86.43169,naepaala, hindu_temple,
3765,Shiva Dhara Barun Valley,"56900, naepaala",27.7858284,87.1450588,naepaala, mosque,
3766,Shiva Kund Shiva Temple bhamka,"Unnamed Road, 10400, naepaala",28.9573614,80.2475249,10400, hindu_temple,
3767,Shiva Mandir,"M57C+22J, mahaenadara raajamaaraga, kaawaasaotaii 33000, naepaala",27.6625817,84.1700413,mahaenadara raajamaaraga, hindu_temple,
3768,Shiva Mandir (shaiwa manadaira ),"5MRH+3V9, kaohalapaura 21904, naepaala",28.1901687,81.6797364,kaohalapaura, hindu_temple,
3769,Shiva Panchayan Mandir,"MQMJ+J55, CH02, chaulaachaulaii 57300, naepaala",26.6840015,87.7804732,CH02, hindu_temple,
3770,Shiva Pokhari,"J7X7+XFP, chaaँdabaelaa itaharaii garaamaiina sadaka, itaharaii 56705, naepaala",26.6505934,87.2642655,chaaँdabaelaa itaharaii garaamaiina sadaka, museum,
3771,Shiva Statue,"4C8J+9V4, saunadarabajaara 33600, naepaala",28.1159265,84.4318779,saunadarabajaara, monument,
3772,"Shiva Statue, Biraute, Shailung","JXM6+2PM, bhausaaphaedaa 45500, naepaala",27.6326016,85.9618051,bhausaaphaedaa, monument,
3773,Shiva Temple,"Dhadingbesi Hwy 5, nailakanatha 45100, naepaala",27.9105895,84.88774,nailakanatha, hindu_temple,
3774,Shiva Temple (Baudhaimai City),"V6XM+V2C, Ajay Kushwaha Road, Baudhimai Municipality, inarauwaa, naepaala",26.8996454,85.2325794,Ajay Kushwaha Road, hindu_temple,
3775,Shiva Temple (shaiwa manadaira),"Dhaulagiri zone, Pangalithar, Modi-8, naepaala",28.2698531,83.7645014,Pangalithar, hindu_temple,
3776,Shiva Temple Bhauwa Naka -Dang,"W3JH+MQ7, raajapaura, naepaala",27.9316613,82.0794117,raajapaura, hindu_temple,
3777,"Shiva Temple Bishrampur(shaiwa manadaira, baisharaamapaura)","baisharaamapaura 44500, naepaala",27.007523,85.362874,naepaala, hindu_temple,
3778,"Shiva Temple, Bakaiya-4, Chhatiwan.","86J5+38V, haetaaudaa - phaaparabaaraii raoda, sharaiipaura chhataiwana 44100, naepaala",27.330281,85.2082938,haetaaudaa - phaaparabaaraii raoda, hindu_temple,
3779,"Shiva Temple, Okahdlhunga","56100, saidadhaicharana, naepaala",27.3131221,86.5025156,saidadhaicharana,,
3780,Shiva Valley,"CH8G+PPX, 33200, naepaala",28.416855,83.576861,33200, hike,
3781,Shiva park,"GM38+PWH, Kolti - Pandusen Rd, kaolataii 10600, naepaala",29.5040698,81.6676376,Kolti - Pandusen Rd, park,
3782,"Shivalay Pokhari ""Fun, Gym & Boating Park""","Q76H+JM3, Barahwa Pool Rd, gaaura 44500, naepaala",26.7624651,85.2789507,Barahwa Pool Rd, tourist_attraction,
3783,Shivalaya Mandir,"Q77H+3JW, gaaura 44500, naepaala",26.762748,85.2790894,gaaura, hindu_temple,
3784,Shivalaya Mandir The oldest Temple,"C38M+RM4, 57000, naepaala",27.4169999,87.0841951,57000, hindu_temple,
3785,"Shivalaya Pulkamukh, Gulmi","38QQ+VQ2, balaithauma 32600, naepaala",28.0896223,83.339387,balaithauma, hindu_temple,
3786,Shivalaya Tample shaiwaalaya manadaira,"4QR9+R3M, phaidaima 57400, naepaala",27.1420825,87.7676689,phaidaima, hindu_temple,
3787,Shivalaya mandir letang na.pa.-6,"56600, laetaanga, naepaala",26.7495631,87.5047778,laetaanga, hindu_temple,
3788,Shivalaye tample G.M2 batuwa pipalpari,"WMM2+8P7, Syangja Mirmi Sadak, jagataradaewaii 33800, naepaala",27.9332816,83.6517987,Syangja Mirmi Sadak, hindu_temple,
3789,Shivamandir,"39PW+QRF, bainaayaka 10700, naepaala",29.0869242,81.3970419,bainaayaka, hindu_temple,
3790,Shivanagar masjidh,"RGH6+447, sakaraaula 45800, naepaala",26.8277927,85.5103105,sakaraaula, mosque,
3791,Shivapuri Lovely Dada,"taokhaa 44600, naepaala",27.7784105,85.34229,naepaala, picnic,
3792,"Shivapuri Nagarjun National Park,HQ","Q9RC+J8P Muhan Pokhari, baudhaanaiilakanatha 44600, naepaala",27.7915768,85.3708321,baudhaanaiilakanatha, hike,
3793,Shivapuri Top view,"R97P+4FV, 44900, naepaala",27.8128639,85.3861666,44900, picnic,
3794,Shivapuri peak,"R96R+PCG, gaokaranaeshawara 44900, naepaala",27.812089,85.3845362,gaokaranaeshawara, monument,
3795,Shivganj tol bhokraha narsingh -3,"bhokraha - 3, naepaala",26.6196844,87.0791355,naepaala, trek,
3796,Shivnath Temple,"C85X+5JQ, Khalanga 10200, naepaala",29.4079548,80.349124,Khalanga, church,
3797,Shivpuri Dham,"PH8G+VVV, dhanagadhaii 10900, naepaala",28.7172284,80.5771842,dhanagadhaii, hindu_temple,
3798,Shivraj 6 Birpur kapilvastu,"shaiwaraaja 32800, naepaala",27.60992,82.8531783,naepaala, hindu_temple,
3799,Shoreastha Park,"WW5G+GW3, Ilam 57300, Nepal",26.9087517,87.9272872,Ilam,"park, point_of_interest, establishment",
3800,Shoreee Aaprupi shiv mandir Charaiya,"Duhabi-10, naepaala",26.5681335,87.237858,naepaala, hindu_temple,
3801,"Shoreee Bhawani Secondary School, Naura, jayaprithvi, Bajhang","G5W7+F6F, jayapaृthawaii 10500, naepaala",29.5461832,81.1630393,jayapaृthawaii, hindu_temple,
3802,Shoreee Dilasaini Mandir,"JJ2G+FX8, talalaadaehaii 10200, naepaala",29.6011516,80.6274137,talalaadaehaii, mosque,
3803,Shoreee Hanuman Ram Janaki Mandir,"kumhara Dhanusha 45608Yagyabhumi,, dhanaushaadhaama 45600, naepaala",26.884309,86.0390301,,,
3804,Shoreee Kailashnath Jyoti Lingeshor Mahadev Temple,"WWCM+P69, aranaikao raajamaaraga, phaulapaingakatataii 45301, naepaala",27.921777,85.9331502,aranaikao raajamaaraga, hindu_temple,
3805,"Shoreee Kalika Temple, Gajuri-07, Dadagaun","QW7F+VW, kairaanachaoka 45100, naepaala",27.7647105,84.9248542,kairaanachaoka, hindu_temple,
3806,Shoreee Krishna Pranami Mandir,"Aananda Bhumi, Nijgadh - 8 00977, naepaala",27.1811197,85.1855895,Nijgadh, hindu_temple,
3807,Shoreee Laxmi Narayan park,"H4RP+XJV, inarauwaa 56710, naepaala",26.5924946,87.1365598,inarauwaa, park,
3808,Shoreee Nepal forest,"5W4W+962, Belwa Parsauni 44400, Nepal",27.1558761,84.9455183,Belwa,"park, point_of_interest, establishment",
3809,Shoreee Panchakanya Mandir,"M97G+QRW, ananatalaingagaeshawara, naepaala",27.6644845,85.3770982,ananatalaingagaeshawara, hindu_temple,
3810,Shoreee Parshuram Statue,"572C+4MG, parashauraama 10300, naepaala",29.1503005,80.2717147,parashauraama, monument,
3811,Shoreee Prakatnath Mahadev Dham Shivnagar,"Shivnagar, Chakraghata Ward no 01, 45800, naepaala",26.9286551,85.5051963,Chakraghata, hindu_temple,
3812,Shoreee RadhaKrishna Temple,"X6X4+8PJ, paasaanga lahaamau raajamaaraga, laharaepaauwaa 45000, naepaala",27.99833,85.206758,paasaanga lahaamau raajamaaraga, hindu_temple,
3813,Shoreee Ram Janaki Mandir(raama jaanakaii manadaira),"WC28+R9F, dhanakaaula pauurawa 45800, naepaala",26.9020789,85.4159336,dhanakaaula, hindu_temple,
3814,Shoreee Rambha Devi Mandir,"RPQ4+GJF, taahau 32500, naepaala",27.8388102,83.7065328,taahau, hindu_temple,
3815,Shoreee Ramjanaki Mandir,"F062 Haraicha-7 Pacham, Morang, wanaigaamaa 56600, naepaala",26.6215611,87.3726599,Morang, hindu_temple,
3816,Shoreee Sadan,"Palace Museum, Kathmandu 44600, Nepal",27.7151866,85.3208639,Kathmandu,"museum, point_of_interest, establishment",
3817,Shoreee Sainamaina Memorial School,"saainaamaainaa 32900, naepaala",27.6842317,83.373847,naepaala, monument,
3818,Shoreee Sarshwarnath Temple and Hindu Society,"M6M2+JW4, sairaahaa 56500, naepaala",26.6840049,86.2023857,sairaahaa,,
3819,Shoreee Satyanarayan Memorial Trust,"Kankatta 56400, naepaala",26.4953022,86.6985931,naepaala, monument,
3820,Shoreee Shailya Shikhar Malikarjun Temple,"10100, naepaala",29.7347144,80.4857803,naepaala, mosque,
3821,Shoreee Shanti Durga Mandir,"no. tilottama 7, naepaala",27.6409763,83.4584102,naepaala, hindu_temple,
3822,Shoreee Shoreeedharacharya Saligram Museum,"7HWQ+44X, Baglung, Nepal",28.2953507,83.5878706,Baglung,"museum, point_of_interest, establishment",
3823,Shoreee Siddi Ganesh Temple,"M99Q+458, Thimi-Biruwa Rd, ananatalaingagaeshawara, naepaala",27.6677851,85.3879668,Thimi-Biruwa Rd, hindu_temple,
3824,Shoreee Singhaniwas Developed Forest,"M453+84M, kaawaasaotaii 33000, naepaala",27.658346,84.102798,kaawaasaotaii, trek,
3825,Shoreee Uhgrachandi Bhagabati,"MG5P+W5H, naalaa ugarachanadaii 45200, naepaala",27.6598199,85.5354724,naalaa,,
3826,Shoreee bengkate shwor temple,"559V+68G, 45900, naepaala",27.1680031,86.1933617,45900, hindu_temple,
3827,Shoreee kharka,"MXH4+6HG, manaanga gaawaisa 33500, naepaala",28.6780568,83.9564497,manaanga, trek,
3828,Shoreee laxmi narayan temple-balawa,"PQVM+4WP, Janakpur Road, balawaa 45700, naepaala",26.7428384,85.7848106,Janakpur Road, hindu_temple,
3829,Shoreee siddhanath mandir,"12, BilashPur, Kanchanpur, baelaauraii 10400, naepaala",28.7568852,80.3093133,BilashPur,,
3830,Shoreee siddi ganesh dya che luu jhya(gold window),"M9MP+J48, madhayapaura thaimai 44600, naepaala",27.6840398,85.3853428,madhayapaura, hindu_temple,
3831,Shoreeekantheswar mahadev,"Sunkoshi ga.pa, 56100, naepaala",27.2938853,86.3537055,56100, hindu_temple,
3832,Shoreeenagar pound 🌅,"XPMC+WVP, gaauraiishamkara 45800, naepaala",26.9848401,85.7221901,gaauraiishamkara, amusement_park,
3833,Shoreeenewas,"MFXM+R2P, Saraswatisthan Rd, mahaamanyajausharaii nagarakaota 44804, naepaala",27.6995786,85.4825689,Saraswatisthan Rd, hike,
3834,Shoreeepur,"VQ9J+RRF, sharaiipaura 45700, naepaala",26.869554,85.7820416,sharaiipaura, trek,
3835,Shoreeepur Church,"QJH2+XH4, atataraiiyaa 10900, naepaala",28.7798798,80.6014558,atataraiiyaa, church,
3836,Shoreeepur sarlahi,"WGR3+CMV, sharaiipaura 45800, naepaala",26.9413143,85.5039106,sharaiipaura, historic_site,
3837,Shoreestha Aquarium 1,"Guna Kamdev Marga, kaathamaadaauँ 44600, naepaala",27.7018058,85.3052383,kaathamaadaauँ, aquarium,
3838,Shoreestha Aquarium House,"X4GF+GQW, sanadhaiikharaka 32700, naepaala",27.9763873,83.1244543,sanadhaiikharaka,,
3839,Shoreestha Art Gallery,"Siddhartha Sadak, Kathmandu 44600, Nepal",27.7109732,85.2938535,Kathmandu,"art_gallery, point_of_interest, establishment",
3840,Shoreestha.raju.,"RHX5+JCX, malamgawaa 45800, naepaala",26.8493786,85.5593259,malamgawaa, zoo,
3841,Shorei Bagwan Sharda Memorial Garden,"HF4H+593, inarawaa 56500, naepaala",26.5553813,86.4784366,inarawaa, park,
3842,Shorei Durga tatha Ram Janaki Temple,"C3HV+H4F, Rajapur Road, raajaapaura 21811, naepaala",28.428978,81.0928274,Rajapur Road, mosque,
3843,Shorei Manakamana Community Forest Consumer Group,"mahaenadara raajamaaraga, patharaii shanaishacharae 56600, naepaala",26.6611765,87.5553221,patharaii, museum,
3844,Shorei. Siddeshwor Shivalaya Temple,"GPXH+82J, Gauradaha Haskhora Road, gaauraadaha 57200, naepaala",26.5483316,87.727508,Gauradaha Haskhora Road, hindu_temple,
3845,Shoreijanga chowk,"JXWF+FP8, bairataamaoda 57204, naepaala",26.64512,87.9748705,bairataamaoda, museum,
3846,Short Hiking,"6X97+6P5, Unnamed Road, paokharaa 33700, naepaala",28.2180191,83.9643721,Unnamed Road, hike,
3847,Shovahiti(dhaungagaedhaaraa),"M848+RGW, Lalitpur 44700, Nepal",27.6571154,85.3163243,Lalitpur,"park, point_of_interest, establishment",
3848,Shree 3 Vishnu Bir mai Temple (Sungaa Dyo),,27.676203,85.384033,0,,
3849,Shree Antu,,26.89035804,88.11937602,0,,
3850,Shree Bachha Mahabihar,,27.67542958,85.31951493,0,,
3851,Shree Bhairabi Temple,,27.91255368,85.16364137,0,,
3852,Shree Bindhyabasini Temple,,28.23796673,83.98420315,0,,
3853,Shree Kaal Bhairav Temple,,27.70477576,85.30712429,0,,
3854,Shree Krishna Pranami Mandir ,,27.71315512,85.37583595,0,,
3855,Shree Panchmukhi Hanuman Mandir,,26.45605691,87.28011517,0,,
3856,Shree Ram Mandir,,26.72832729,85.92707148,0,,
3857,Shree Sankat Mochan Temple,,26.73868217,85.92281012,0,,
3858,Shree Satya Narayan Mandir,,26.46158201,87.28162257,0,,
3859,Shree Vishwokarma Agam Chhen,,27.6738883,85.4306298,0,,
3860,Shubha Laxmi tole,"JX8R+RH6, bairataamaoda 57204, naepaala",26.6170369,87.9913761,bairataamaoda, hike,
3861,Shubhakalika RM kalikot,"4J5H+FFG, saukaataiyaa 21300, naepaala",29.1087079,81.6286885,saukaataiyaa, monument,
3862,Shuklaphanta Wildlife Reserve Museum,"X42X+455, bhaiimadatata 10400, naepaala",28.9502602,80.1479252,bhaiimadatata, museum,
3863,Shyamanand art and craft museums,"2JXC+6W4, naepaalaganyaja 21900, naepaala",28.0480085,81.6223289,naepaalaganyaja, museum,
3864,"Shyaule Bajar, Rampur, Palpa","raamapaura 32500, naepaala",27.8597303,83.9958264,naepaala, monument,
3865,Shyauli Church (Mahatar),"3J2R+FRJ, daraaumdaii sadaka, sharaiinaathakaota 34000, naepaala",28.051223,84.6420177,daraaumdaii sadaka, church,
3866,Siddha Cave trail starting point,"SHILTHOK NEAR MONARCHY, SHILTHOK-WARD-4, wanadaiipaura 33904, naepaala",27.9380863,84.4123313,SHILTHOK-WARD-4, hike,
3867,Siddha Gufa ,,27.94830503,84.41904237,0,,
3868,Siddha Kumakh Rural Municipality,"C5PM+9PP, saidadhaeshawaraii 22200, naepaala",28.4359493,82.184233,saidadhaeshawaraii, mosque,
3869,Siddha Pokhari,,27.6717958,85.4195775,0,,
3870,Siddha Pokhari (Ta Pukhu),"Siddha Pokhari, bhakatapaura 44800, naepaala",27.6719607,85.4210488,bhakatapaura, historic_site,
3871,Siddhakali Temple,,27.17332623,87.04583796,0,,
3872,Siddhanath temple Nepal,"2536+4X7, bhaiimadatata 10400, naepaala",29.0027871,80.162462,bhaiimadatata, hindu_temple,
3873,Siddhapokhari,,27.67166872,85.42030714,0,,
3874,"Siddhartha Apple Garden Hima Rural Municipality-07, Jumla","6WG3+HQW, mahaawaaipaatharakhaolaa 21200, naepaala",29.2264993,81.9044523,mahaawaaipaatharakhaolaa, park,
3875,Siddhartha Art Gallery,"Babermahal Revisited premises, Tanka Prasad Ghumti Sadak, Kathmandu 44617, Nepal",27.6944534,85.3226963,Tanka Prasad Ghumti Sadak,"art_gallery, tourist_attraction, point_of_interest, establishment",
